year,id,dist,passen,fare,conc
2000,402,412,1189,255,80.16000366
1997,403,895,508,143,65.43000031
1998,403,895,842,113,51
1999,403,895,686,143,68.58999634
2000,403,895,721,149,71.09999847
1997,404,363,350,262,51.40999985
1998,404,363,341,251,49.50999832
1999,404,363,338,281,49.68000031
2000,404,363,349,284,51.91999817
1997,405,1738,554,168,46.09000015
1998,405,1738,465,175,47.52000046
1999,405,1738,486,180,48.56999969
2000,405,1738,514,180,53.7100029
1997,406,540,263,136,64.38999939
1998,406,540,295,125,74.23000336
1999,406,540,277,162,61.98999786
2000,406,540,233,180,44.56999969
1997,407,1569,112,195,36.34000015
1998,407,1569,98,202,34.11000061
1999,407,1569,118,186,36.90999985
2000,407,1569,117,192,37.81000137
1997,408,2029,207,199,41.34999847
1998,408,2029,200,219,49
1999,408,2029,260,186,47.86999893
2000,408,2029,230,218,28.44000244
1997,409,2162,382,251,62.65000153
1998,409,2162,367,258,58.57999802
1999,409,2162,383,259,60.32000351
2000,409,2162,422,272,67.37000275
1997,410,2026,159,277,33.47000122
1998,410,2026,145,303,28.31999969
1999,410,2026,194,251,33.38999939
2000,410,2026,194,243,24.69000053
1997,411,487,553,78,51.51000214
1998,411,487,600,76,52.67999649
1999,411,487,636,75,43.68999863
2000,411,487,530,91,46.02999878
1997,412,927,471,144,69.22000122
1998,412,927,515,130,72.80000305
1999,412,927,511,150,66.5
2000,412,927,516,155,69.08999634
1997,413,308,342,156,84.37999725
1998,413,308,398,111,95.22000122
1999,413,308,316,151,94.62999725
2000,413,308,282,191,95.56999969
1997,414,1022,132,167,33.22000122
1998,414,1022,156,157,35
1999,414,1022,133,184,36.95999908
2000,414,1022,152,170,52.79999924
1997,415,592,342,126,73.63999939
1998,415,592,371,153,73.48999786
1999,415,592,248,185,72.94999695
2000,415,592,299,173,76.37000275
1997,416,811,235,132,56.52000427
1998,416,811,160,194,55.66999817
1999,416,811,142,229,67.54000092
2000,416,811,158,224,50.93000031
1997,417,992,96,127,41.40000153
1998,417,992,69,159,38.49000168
1999,417,992,63,184,54.07000351
2000,417,992,55,190,42.54000092
1997,418,539,80,133,59.40000534
1998,418,539,71,182,83.08000183
1999,418,539,45,229,80.38999939
2000,418,539,59,165,85.02999878
1997,419,604,518,85,82.08999634
1998,419,604,434,106,86.84999847
1999,419,604,291,125,79.98999786
2000,419,604,181,127,40.95000076
1997,420,834,273,145,35.16999817
1998,420,834,323,151,53.63000107
1999,420,834,257,184,53.22999954
2000,420,834,251,204,66.36000061
1997,421,1685,55,188,32.09000015
1998,421,1685,44,202,31.16999817
1999,421,1685,45,208,24.81999969
2000,421,1685,46,220,37.04999924
1997,422,726,166,123,83.20999908
1998,422,726,162,118,78.34999847
1999,422,726,172,133,79.20999908
2000,422,726,171,127,79.47000122
1997,423,1008,49,151,31.85000038
1998,423,1008,69,169,31.05999756
1999,423,1008,77,179,23.84000015
2000,423,1008,71,184,46.72999954
1997,424,1634,246,201,26.70999718
1998,424,1634,188,237,46.90000153
1999,424,1634,170,245,34.56999969
2000,424,1634,190,237,34.29999924
1997,425,461,43,125,57.51000214
1998,425,461,36,192,51.37000275
1999,425,461,28,234,53.82000351
2000,425,461,26,186,49.15999985
1997,426,793,86,124,39.15999985
1998,426,793,48,173,50.11000061
1999,426,793,46,187,48.95000076
2000,426,793,52,203,46.77999878
1997,427,1524,205,144,52.24999619
1998,427,1524,181,152,33.06999969
1999,427,1524,119,206,32.20999908
2000,427,1524,127,229,27.21999931
1997,428,551,307,97,83.69999695
1998,428,551,229,152,86.01999664
1999,428,551,193,178,76.41000366
2000,428,551,199,187,82.12999725
1997,429,1030,86,162,50.76000214
1998,429,1030,79,204,50.76000214
1999,429,1030,54,217,52.59999466
2000,429,1030,86,218,50.38000488
1997,430,410,130,99,82.31999969
1998,430,410,87,149,79.84999847
1999,430,410,73,158,81.63999939
2000,430,410,73,186,81.09999847
1997,431,732,86,128,45.43999863
1998,431,732,94,161,46.16999817
1999,431,732,89,192,42.61000061
2000,431,732,83,191,54.93000031
1997,432,818,143,121,38.40999985
1998,432,818,97,194,53.13000107
1999,432,818,101,192,41.40000153
2000,432,818,111,186,45.61999893
1997,433,964,150,154,48.58000183
1998,433,964,144,177,59.52999496
1999,433,964,159,176,67.05000305
2000,433,964,142,209,49.91999817
1997,434,944,120,203,51.68000031
1998,434,944,165,190,37.70000076
1999,434,944,114,254,48.90000153
2000,434,944,120,262,51.54000092
1997,435,1069,128,159,58.5399971
1998,435,1069,116,200,63.34999847
1999,435,1069,108,200,55.29999542
2000,435,1069,102,224,46.84999847
1997,436,520,31,142,53.97999954
1998,436,520,32,203,49.31999969
1999,436,520,33,220,58.11999893
2000,436,520,26,254,55.13999939
1997,437,1471,299,200,43.34000015
1998,437,1471,233,240,52.90999985
1999,437,1471,203,253,41.58000183
2000,437,1471,219,282,40.13000107
1997,438,614,341,157,37.22999954
1998,438,614,337,162,40.29999924
1999,438,614,320,179,41.79000092
2000,438,614,306,188,48.36999893
1997,439,927,448,242,74.86000061
1998,439,927,421,270,75.16999817
1999,439,927,364,277,73.40000153
2000,439,927,372,297,69.23000336
1997,440,1156,209,233,67.95999908
1998,440,1156,234,271,68.95999908
1999,440,1156,218,302,66.87000275
2000,440,1156,230,297,56.74000549
1997,441,973,278,111,34.74000168
1998,441,973,234,135,43.22000122
1999,441,973,306,127,45.41999817
2000,441,973,346,129,34.61999893
1997,442,931,258,121,52.22999954
1998,442,931,184,139,62.20999908
1999,442,931,189,148,58.22999954
2000,442,931,238,140,52.24000168
1997,443,987,278,187,65.61000061
1998,443,987,241,187,60.40999985
1999,443,987,279,187,65.01999664
2000,443,987,300,199,68.20999908
1997,444,634,207,109,45.63999939
1998,444,634,210,119,50.25999451
1999,444,634,210,122,45.61999893
2000,444,634,191,140,44.36999893
1997,445,1772,543,128,64.48999786
1998,445,1772,576,133,72.94000244
1999,445,1772,740,121,68.44999695
2000,445,1772,751,132,60.09000015
1997,446,1998,356,191,23.76000023
1998,446,1998,472,176,48.54999924
1999,446,1998,548,165,40.47999954
2000,446,1998,477,183,26.28000069
1997,447,991,211,130,38.93000031
1998,447,991,221,136,56.43000031
1999,447,991,191,152,44.04000092
2000,447,991,180,158,57.95999908
1997,448,627,216,260,79.77999878
1998,448,627,223,254,81.41999817
1999,448,627,213,275,77.83999634
2000,448,627,218,274,77.87999725
1997,449,478,1068,186,36.59999847
1998,449,478,1034,196,35.95999908
1999,449,478,968,214,38.5
2000,449,478,988,207,35.34000015
1997,450,802,786,98,54.17000198
1998,450,802,738,109,72.66999817
1999,450,802,835,110,69.51000214
2000,450,802,846,116,66.41000366
1997,451,405,356,198,80.84999847
1998,451,405,312,202,82.38999939
1999,451,405,277,231,92.34999847
2000,451,405,282,247,93.12999725
1997,452,1672,459,167,61.90999603
1998,452,1672,509,154,70.48000336
1999,452,1672,595,138,59.88000107
2000,452,1672,558,152,59.24999619
1997,453,2041,93,214,28.96999931
1998,453,2041,77,246,25.45999908
1999,453,2041,124,157,30.70999908
2000,453,2041,119,183,39.49000168
1997,454,1969,193,155,30.00000191
1998,454,1969,232,153,33.09999847
1999,454,1969,231,149,19.40999985
2000,454,1969,228,163,17.96999931
1997,455,2125,232,211,19.20000076
1998,455,2125,276,198,21.79000092
1999,455,2125,308,177,20.11000061
2000,455,2125,285,205,28.35000229
1997,456,2021,183,180,29.09000015
1998,456,2021,152,232,21.96999931
1999,456,2021,228,161,36.43000031
2000,456,2021,186,194,37.20000076
1997,457,410,418,68,59.6400032
1998,457,410,470,70,60.98999786
1999,457,410,445,68,59.74000168
2000,457,410,417,89,61.50999832
1997,458,829,504,100,30.30000114
1998,458,829,615,105,54.59000015
1999,458,829,696,111,55.11999893
2000,458,829,701,113,48.29000092
1997,459,320,390,135,60.11999893
1998,459,320,420,162,61.54000092
1999,459,320,561,113,67.52999878
2000,459,320,467,142,58.59999847
1997,460,352,492,87,63.99000168
1998,460,352,485,91,63.87000275
1999,460,352,455,95,68.51000214
2000,460,352,434,103,73.58000183
1997,461,187,482,74,70.31999969
1998,461,187,467,77,71.48999786
1999,461,187,464,76,70.06999969
2000,461,187,420,83,69.36000061
1997,462,861,194,231,70.95999908
1998,462,861,274,179,63.80000305
1999,462,861,240,195,53.13000107
2000,462,861,270,197,48.86999893
1997,463,641,1953,113,52.27999878
1998,463,641,1569,210,48.22999954
1999,463,641,1751,187,38.99000168
2000,463,641,1930,185,37
1997,464,624,191,183,79.19000244
1998,464,624,153,201,74.73000336
1999,464,624,140,205,73.19999695
2000,464,624,153,214,65.26999664
1997,465,987,868,235,49.66999817
1998,465,987,931,212,58.88000107
1999,465,987,911,220,54.84999847
2000,465,987,921,246,48.18000031
1997,466,562,1140,99,63.27000427
1998,466,562,1029,107,56.29999542
1999,466,562,1040,106,60.77000046
2000,466,562,1026,114,63.88000107
1997,467,1119,485,210,49.68000031
1998,467,1119,580,194,55.11000061
1999,467,1119,611,195,48.08000183
2000,467,1119,616,207,48.72000122
1997,468,458,388,102,79.98999786
1998,468,458,382,109,82.90000153
1999,468,458,377,115,82.95999908
2000,468,458,377,121,88.88999939
1997,469,1471,306,349,76.70999908
1998,469,1471,444,239,71.04000092
1999,469,1471,422,259,71.94000244
2000,469,1471,386,295,61.43000031
1997,470,236,5572,72,68.88999939
1998,470,236,5362,77,67.69999695
1999,470,236,5444,80,67.30999756
2000,470,236,5421,84,68.16000366
1997,471,762,372,254,70.80000305
1998,471,762,409,233,67.93000031
1999,471,762,385,245,67.01000214
2000,471,762,421,250,64.22000122
1997,472,408,204,100,63.38999939
1998,472,408,188,137,56.40000153
1999,472,408,195,131,47.02000046
2000,472,408,183,136,52.02000046
1997,473,920,353,161,49.13999939
1998,473,920,332,174,51.79000092
1999,473,920,333,168,53.27000046
2000,473,920,360,157,52.09999847
1997,474,460,1418,86,81.37999725
1998,474,460,1303,125,77.68000031
1999,474,460,1441,93,79.77999878
2000,474,460,1112,150,77.86000061
1997,475,1055,778,193,51.30000305
1998,475,1055,816,211,52.09999847
1999,475,1055,1265,171,30.86000061
2000,475,1055,1500,167,33.43999863
1997,476,296,1030,68,69.93000031
1998,476,296,915,72,66.56999969
1999,476,296,906,73,67.11000061
2000,476,296,869,78,67.41000366
1997,477,1220,853,120,91.33999634
1998,477,1220,802,161,89.62999725
1999,477,1220,588,200,92.93000031
2000,477,1220,509,191,94.37999725
1997,478,1235,1097,327,63.30000305
1998,478,1235,1315,286,70.22000122
1999,478,1235,1274,290,51.65000153
2000,478,1235,1677,266,43.86999893
1997,479,734,279,198,47.74000168
1998,479,734,260,216,43.15999985
1999,479,734,273,223,45.34000015
2000,479,734,253,245,47.93999863
1997,480,293,1017,67,82.22000122
1998,480,293,963,71,81.83999634
1999,480,293,951,72,84.34999847
2000,480,293,909,76,83.91000366
1997,481,432,364,198,52.90999985
1998,481,432,342,200,58.74000168
1999,481,432,306,217,53.36999893
2000,481,432,306,232,55.86000061
1997,482,1121,444,246,85.16000366
1998,482,1121,503,238,83.20999908
1999,482,1121,503,234,78.87000275
2000,482,1121,528,240,76.38999939
1997,483,319,748,69,87.26999664
1998,483,319,709,74,86.91000366
1999,483,319,684,73,87.48000336
2000,483,319,650,77,86.61000061
1997,484,853,343,252,73.75
1998,484,853,329,235,66.75
1999,484,853,348,225,65.87999725
2000,484,853,387,221,53.74000168
1997,485,852,935,197,46.81000137
1998,485,852,1080,174,47.04999924
1999,485,852,1218,158,46.84999847
2000,485,852,1030,229,40.11999893
1997,486,468,176,123,82.84999847
1998,486,468,169,129,84.51999664
1999,486,468,169,131,82.13999939
2000,486,468,157,153,81.59999847
1997,487,631,484,213,69.70999908
1998,487,631,530,222,65.76000214
1999,487,631,482,229,60.61999893
2000,487,631,495,232,58.93999863
1997,488,437,1390,94,59.17999649
1998,488,437,1418,100,54.18000031
1999,488,437,1300,104,62.77999878
2000,488,437,1309,111,67.41999817
1997,489,1383,3360,283,66.22000122
1998,489,1383,3366,281,67.37000275
1999,489,1383,3397,309,59.1099968
2000,489,1383,3551,333,54.08000183
1997,490,1213,212,183,69.83999634
1998,490,1213,217,171,71.84999847
1999,490,1213,193,211,63.34999847
2000,490,1213,197,210,62.33000183
1997,491,1456,378,265,58.56000137
1998,491,1456,359,344,62.52999878
1999,491,1456,325,343,56.04999542
2000,491,1456,395,360,53.65000534
1997,492,181,714,73,72
1998,492,181,628,75,68.61000061
1999,492,181,602,78,70.52999878
2000,492,181,593,81,71.29000092
1997,493,583,226,228,78.16999817
1998,493,583,221,229,79.30999756
1999,493,583,205,252,76.62000275
2000,493,583,207,269,75.19999695
1997,494,1189,231,283,57.84000015
1998,494,1189,259,278,54.45000076
1999,494,1189,334,229,49.45999908
2000,494,1189,311,257,47.99000168
1997,495,984,925,177,51.61000061
1998,495,984,1053,177,50.55000305
1999,495,984,1095,181,47.18000031
2000,495,984,1282,188,42.84999847
1997,496,1302,942,286,60.79000092
1998,496,1302,970,298,61.90999603
1999,496,1302,943,303,53.40999985
2000,496,1302,1006,307,50.97000122
1997,497,868,926,224,54.40000153
1998,497,868,1082,239,49.52000046
1999,497,868,1092,249,48.68000031
2000,497,868,1123,254,50.22000122
1997,498,1069,358,284,44.27999878
1998,498,1069,372,294,44.15999985
1999,498,1069,350,314,39.95000076
2000,498,1069,379,293,42.54999924
1997,499,1616,390,285,37.36000061
1998,499,1616,372,293,41.31000137
1999,499,1616,366,297,37.79000092
2000,499,1616,417,313,40.56999969
1997,500,1062,562,243,80.22000122
1998,500,1062,543,237,81.18000031
1999,500,1062,558,253,76.55000305
2000,500,1062,562,281,68.70999908
1997,501,1346,157,221,48.02000046
1998,501,1346,215,202,46.52000046
1999,501,1346,199,199,57.38999939
2000,501,1346,223,186,57.77999878
1997,502,1158,258,223,73.80999756
1998,502,1158,289,191,70.88999939
1999,502,1158,264,227,70.27999878
2000,502,1158,249,285,66.80999756
1997,503,1431,204,342,56.43999481
1998,503,1431,221,314,51.34999847
1999,503,1431,226,318,51.65999985
2000,503,1431,270,341,49.15000153
1997,504,988,459,240,56.77000427
1998,504,988,470,218,48.63999939
1999,504,988,434,241,49.13999939
2000,504,988,473,248,49.97999954
1997,505,248,2149,71,71.52999878
1998,505,248,2280,75,69.33999634
1999,505,248,2235,77,73.58999634
2000,505,248,2113,85,76.37000275
1997,506,1171,569,258,61.33000183
1998,506,1171,572,282,63.86000061
1999,506,1171,595,284,58.21999741
2000,506,1171,671,282,61.12999725
1997,507,1464,924,319,53.3900032
1998,507,1464,975,332,58.34999847
1999,507,1464,894,363,56.74000549
2000,507,1464,1089,369,55.56999969
1997,508,1438,576,378,82.59999847
1998,508,1438,570,364,79.98999786
1999,508,1438,652,374,78.18000031
2000,508,1438,750,444,76.34999847
1997,509,1205,449,323,79.93000031
1998,509,1205,420,330,77.02999878
1999,509,1205,455,316,70.44999695
2000,509,1205,496,332,72
1997,510,1660,661,291,48.40999985
1998,510,1660,674,316,48.47999954
1999,510,1660,724,324,49.25
2000,510,1660,808,332,50.18999481
1997,511,551,808,195,50.20000458
1998,511,551,918,199,43.72999954
1999,511,551,858,213,40.38999939
2000,511,551,809,239,41.81999969
1997,512,929,779,190,53.11000443
1998,512,929,817,183,54.09000015
1999,512,929,852,201,49.90000153
2000,512,929,831,217,42.86000061
1997,513,813,212,224,71.69000244
1998,513,813,223,253,78.45999908
1999,513,813,226,250,75.65000153
2000,513,813,272,238,72.77999878
1997,514,237,1274,69,65.27999878
1998,514,237,1176,70,62.5
1999,514,237,1133,72,63.47000122
2000,514,237,1034,78,65.22000122
1997,515,1183,1696,258,72.38999939
1998,515,1183,1798,252,73.72000122
1999,515,1183,1801,252,70.75
2000,515,1183,1953,291,57.37000275
1997,516,1104,228,192,54.47000122
1998,516,1104,201,205,50.24000549
1999,516,1104,210,228,58.20000076
2000,516,1104,231,226,65.43000031
1997,517,328,270,110,83.08000183
1998,517,328,216,123,86.77999878
1999,517,328,184,139,83.98000336
2000,517,328,183,150,89.02999878
1997,518,1930,157,209,22.55999947
1998,518,1930,121,288,32.93999863
1999,518,1930,105,297,24.59000015
2000,518,1930,142,239,34.16999817
1997,519,535,221,201,36.27999878
1998,519,535,221,204,43.5
1999,519,535,269,186,38.93000031
2000,519,535,304,188,42.20999908
1997,520,809,232,111,39.56999969
1998,520,809,280,115,37.16999817
1999,520,809,261,125,32.74000168
2000,520,809,253,128,32.75
1997,521,389,249,199,89.44999695
1998,521,389,229,212,88.90000153
1999,521,389,256,210,90.45999908
2000,521,389,282,214,85.94999695
1997,522,884,215,156,61.69999695
1998,522,884,230,153,52.95000076
1999,522,884,203,144,67.47000122
2000,522,884,217,143,68.23000336
1997,523,590,106,255,91.68000031
1998,523,590,133,217,92.01000214
1999,523,590,121,231,92.87999725
2000,523,590,121,228,83.41999817
1997,524,1124,490,239,49.45000076
1998,524,1124,577,227,48.20999908
1999,524,1124,498,265,44.13000107
2000,524,1124,553,263,43.18000031
1997,525,1706,164,244,36.61999893
1998,525,1706,296,202,33.65000153
1999,525,1706,247,217,32.75
2000,525,1706,298,229,22.01000023
1997,526,1673,161,317,52.45999527
1998,526,1673,210,267,55.33999634
1999,526,1673,180,301,51.72000122
2000,526,1673,217,293,52.45000076
1997,527,862,1111,176,46.58000183
1998,527,862,1024,231,45.29999924
1999,527,862,923,266,45.79000092
2000,527,862,1031,277,45.04999924
1997,528,977,429,155,75.94000244
1998,528,977,357,203,80.26999664
1999,528,977,330,225,75.45999908
2000,528,977,335,231,62.94000244
1997,529,533,979,104,60.10000229
1998,529,533,816,171,62.31999969
1999,529,533,855,173,53.57000351
2000,529,533,1161,125,42.06000137
1997,530,629,1071,120,72.5
1998,530,629,906,151,74.43000031
1999,530,629,1332,134,56.20999908
2000,530,629,1453,140,49.65999985
1997,531,862,2399,135,72.44999695
1998,531,862,1967,194,72.76999664
1999,531,862,1956,208,73.63999939
2000,531,862,2138,212,59.68000412
1997,532,1710,435,231,41.54000092
1998,532,1710,412,258,50.73000336
1999,532,1710,415,256,59.1099968
2000,532,1710,444,274,47.20000076
1997,533,896,255,215,44.43999863
1998,533,896,284,204,49.75
1999,533,896,298,205,47.54999924
2000,533,896,319,197,46.84999847
1997,534,680,1256,119,52.61999893
1998,534,680,1299,112,48.45999908
1999,534,680,1376,126,48.47999954
2000,534,680,1497,125,49.09999847
1997,535,1014,176,250,55.66999817
1998,535,1014,208,248,61.61000061
1999,535,1014,184,273,64.01000214
2000,535,1014,199,273,59.78000259
1997,536,1063,289,207,61.97999573
1998,536,1063,295,206,66.09999847
1999,536,1063,293,237,57.41000366
2000,536,1063,367,221,44.31000137
1997,537,1614,2213,229,50.38999939
1998,537,1614,1981,279,59.31000137
1999,537,1614,2206,265,59.15000534
2000,537,1614,2413,273,59.27000046
1997,538,957,328,182,95.26000214
1998,538,957,312,244,95.72000122
1999,538,957,327,271,92.04000092
2000,538,957,347,297,90.23000336
1997,539,495,273,136,88.40000153
1998,539,495,223,201,89.70999908
1999,539,495,187,228,83.83999634
2000,539,495,201,222,83.19999695
1997,540,472,515,115,67.05000305
1998,540,472,412,171,58.56000137
1999,540,472,433,166,62.70000458
2000,540,472,446,165,51.56000137
1997,541,819,262,154,73.72000122
1998,541,819,256,202,76.87000275
1999,541,819,263,205,76.94999695
2000,541,819,261,220,75.37999725
1997,542,1545,770,196,64.47000122
1998,542,1545,842,197,66.01999664
1999,542,1545,918,190,40.70000076
2000,542,1545,910,230,40.13000107
1997,543,1558,350,371,59.8900032
1998,543,1558,521,309,56.94000244
1999,543,1558,528,310,50.44000244
2000,543,1558,620,297,48.02000046
1997,544,602,2031,106,53.16999435
1998,544,602,1571,170,56.15999603
1999,544,602,1708,168,51.74000168
2000,544,602,1693,185,49
1997,545,1291,220,294,71.09999847
1998,545,1291,259,255,57.81999969
1999,545,1291,308,246,63.34999847
2000,545,1291,318,259,53.90000153
1997,546,992,650,153,80.20999908
1998,546,992,530,244,76.73000336
1999,546,992,671,197,73.25
2000,546,992,749,209,68.19999695
1997,547,1438,187,247,27.23999977
1998,547,1438,218,242,24.39999962
1999,547,1438,259,217,19.19000053
2000,547,1438,248,269,24.12000084
1997,548,805,298,114,47.90000153
1998,548,805,176,191,69.22000122
1999,548,805,181,199,63.54000092
2000,548,805,187,216,66.31999969
1997,549,910,245,234,82.54000092
1998,549,910,344,217,82.33000183
1999,549,910,376,219,81.18000031
2000,549,910,399,248,84.41000366
1997,550,391,999,115,48.08000183
1998,550,391,1062,121,49.66999817
1999,550,391,1030,123,51.68000031
2000,550,391,1013,148,42.15000153
1997,551,795,264,181,54.24000168
1998,551,795,300,200,60.79999924
1999,551,795,282,214,48.66999817
2000,551,795,300,234,43.84999847
1997,552,853,952,131,70.31999969
1998,552,853,873,180,71.94000244
1999,552,853,878,191,69.09999847
2000,552,853,939,194,57.31000137
1997,553,967,2000,146,79.48000336
1998,553,967,1681,203,79.94000244
1999,553,967,1821,219,79.88999939
2000,553,967,1916,233,71.84999847
1997,554,948,514,199,88.09999847
1998,554,948,499,257,93.75
1999,554,948,591,296,89.76000214
2000,554,948,858,289,69.98000336
1997,555,846,439,215,89.87000275
1998,555,846,431,264,90.44000244
1999,555,846,516,233,88.11000061
2000,555,846,546,255,88.08000183
1997,556,1024,1200,148,78.38999939
1998,556,1024,1129,197,77.51000214
1999,556,1024,1171,204,76.20999908
2000,556,1024,1241,225,66.11000061
1997,557,837,127,211,80.02999878
1998,557,837,150,205,78.12000275
1999,557,837,146,227,76.56999969
2000,557,837,150,221,75.73000336
1997,558,770,645,154,48.72999954
1998,558,770,589,216,56.31000519
1999,558,770,451,276,53.54000473
2000,558,770,476,253,53.68000412
1997,559,1507,278,258,48.25999832
1998,559,1507,438,216,50.88000488
1999,559,1507,461,218,46.58000183
2000,559,1507,427,247,38.38000107
1997,560,639,214,164,75.56999969
1998,560,639,290,167,78.58000183
1999,560,639,259,187,67.55000305
2000,560,639,232,203,72.93000031
1997,561,541,255,151,83.55000305
1998,561,541,219,221,85.91000366
1999,561,541,182,249,75.83999634
2000,561,541,183,258,75.41999817
1997,562,1454,1513,197,71.62000275
1998,562,1454,1239,255,77.87999725
1999,562,1454,1169,291,72.80000305
2000,562,1454,1348,292,66.55999756
1997,563,419,116,203,49.38999939
1998,563,419,102,212,96.48999786
1999,563,419,94,235,98.84999847
2000,563,419,95,245,97.37000275
1997,564,1218,149,131,34.11000061
1998,564,1218,141,140,60.83000183
1999,564,1218,122,165,43.43999863
2000,564,1218,126,161,42.72999954
1997,565,1143,186,128,32.77000046
1998,565,1143,211,122,40.15000153
1999,565,1143,102,191,43.47000122
2000,565,1143,132,152,29.46999931
1997,566,1152,112,167,48.15000153
1998,566,1152,105,154,50.56999969
1999,566,1152,77,181,43.15999985
2000,566,1152,107,170,46.5
1997,567,1127,727,133,58.11999893
1998,567,1127,719,133,50.09999847
1999,567,1127,692,144,43.93999863
2000,567,1127,832,151,51.74000168
1997,568,1085,700,131,54.81999969
1998,568,1085,797,123,51.79999924
1999,568,1085,793,141,48.00999832
2000,568,1085,846,152,54.20000076
1997,569,548,235,277,88.87999725
1998,569,548,263,240,89.16000366
1999,569,548,243,249,80.26999664
2000,569,548,252,251,74.98000336
1997,570,1077,587,182,44.90000153
1998,570,1077,610,171,50.72000122
1999,570,1077,683,163,42.83000183
2000,570,1077,676,190,41.88000107
1997,571,231,589,90,96.33999634
1998,571,231,672,91,78.23000336
1999,571,231,603,89,90.22000122
2000,571,231,494,151,94.97000122
1997,572,815,225,136,75.40000153
1998,572,815,222,155,72.12999725
1999,572,815,224,149,70.87999725
2000,572,815,229,182,71.45999908
1997,573,630,495,137,64.13999939
1998,573,630,496,138,62.36000061
1999,573,630,507,145,70.06999969
2000,573,630,471,155,67.15000153
1997,574,1750,970,164,72.41999817
1998,574,1750,818,186,72.06999969
1999,574,1750,1747,136,46.63999939
2000,574,1750,1645,159,54.11000061
1997,575,1979,1093,239,62.90000153
1998,575,1979,1129,232,62.00999451
1999,575,1979,1387,217,50.91000366
2000,575,1979,1280,253,48.52999878
1997,576,306,268,144,71.88999939
1998,576,306,239,145,75.09999847
1999,576,306,257,145,81.95999908
2000,576,306,268,161,82.36000061
1997,577,610,195,231,81.95999908
1998,577,610,203,222,86.95999908
1999,577,610,190,251,84.05999756
2000,577,610,181,254,85.18000031
1997,578,1145,574,161,76.91000366
1998,578,1145,526,160,72.37000275
1999,578,1145,588,168,74.65000153
2000,578,1145,504,184,70.73000336
1997,579,238,449,105,97
1998,579,238,408,114,97.33000183
1999,579,238,477,124,97.09999847
2000,579,238,391,164,97.37999725
1997,580,528,587,298,92.55000305
1998,580,528,616,256,94.70999908
1999,580,528,927,180,79.38999939
2000,580,528,1002,175,79.37000275
1997,581,636,132,92,72.87999725
1998,581,636,177,99,84.76999664
1999,581,636,213,96,92.16999817
2000,581,636,202,100,91.87999725
1997,582,457,791,104,74.37000275
1998,582,457,775,105,67.05999756
1999,582,457,777,104,73.76000214
2000,582,457,756,112,69.70999908
1997,583,926,281,160,74.80999756
1998,583,926,282,148,74.66999817
1999,583,926,290,162,69.73000336
2000,583,926,313,177,68.75
1997,584,495,2608,139,66.19999695
1998,584,495,3038,126,61.15999985
1999,584,495,3063,138,66.61000061
2000,584,495,2646,187,71.04000092
1997,585,902,124,147,31.35000229
1998,585,902,125,160,35.22000122
1999,585,902,134,154,31.44000244
2000,585,902,135,169,37.49000168
1997,586,957,1334,118,71.98999786
1998,586,957,1558,114,65.34999847
1999,586,957,1794,123,62.34999847
2000,586,957,1601,146,55.09999847
1997,587,453,705,226,58.46999741
1998,587,453,991,114,50.98000336
1999,587,453,970,120,59.88000107
2000,587,453,780,190,58.06999969
1997,588,1671,915,179,61.68000031
1998,588,1671,984,174,54.50999832
1999,588,1671,1052,165,55.37999725
2000,588,1671,1069,185,50.15000153
1997,589,201,220,241,56.74000549
1998,589,201,220,219,61.08000183
1999,589,201,215,227,54.15999985
2000,589,201,203,252,51.54999924
1997,590,1955,202,249,67.34999847
1998,590,1955,177,295,52.02000046
1999,590,1955,187,260,40.79999924
2000,590,1955,202,289,43.88999939
1997,591,501,278,191,87.30999756
1998,591,501,308,188,82.55999756
1999,591,501,393,170,64.29000092
2000,591,501,401,174,64.44999695
1997,592,1906,220,126,77.55000305
1998,592,1906,167,147,77.27999878
1999,592,1906,97,195,51.52000046
2000,592,1906,82,199,31.65000153
1997,593,1483,166,191,34.65999985
1998,593,1483,177,233,51.29000092
1999,593,1483,203,185,62.90000153
2000,593,1483,186,204,61.79000092
1997,594,1218,183,188,32.36999893
1998,594,1218,175,193,27.1400013
1999,594,1218,190,180,24.17000008
2000,594,1218,192,197,25.08000183
1997,595,1958,421,205,60.58000183
1998,595,1958,334,235,47.22000122
1999,595,1958,378,240,39.40000153
2000,595,1958,443,241,35.52999878
1997,596,2080,598,304,67.41000366
1998,596,2080,651,277,62.27999878
1999,596,2080,572,348,57.25
2000,596,2080,646,341,54.10000229
1997,597,2066,249,212,59.11999893
1998,597,2066,181,262,42.56000137
1999,597,2066,186,237,33
2000,597,2066,189,270,23.37000084
1997,598,1962,320,262,67.97000122
1998,598,1962,226,305,63.91999817
1999,598,1962,198,369,63.81000137
2000,598,1962,198,324,42.25
1997,599,1024,156,168,73.23999786
1998,599,1024,152,159,70.01000214
1999,599,1024,145,170,76.98999786
2000,599,1024,75,186,39.24000168
1997,600,1928,373,249,77.98000336
1998,600,1928,338,290,64.83000183
1999,600,1928,348,289,57.37000275
2000,600,1928,388,289,58.95999527
1997,601,440,982,81,41.33000183
1998,601,440,1063,77,37.04999924
1999,601,440,1096,78,37.40000153
2000,601,440,1043,95,35.20000076
1997,602,983,1031,119,63.5
1998,602,983,1148,114,55.34999847
1999,602,983,1139,129,58.06000137
2000,602,983,1138,150,52.95999527
