studyid,black,hispanic,female,appyear,mnce,select,choice,selectyrs,choiceyrs,mnce90,selectyrs1,selectyrs2,selectyrs3,selectyrs4,choiceyrs1,choiceyrs2,choiceyrs3,choiceyrs4,fitted
11559,1,0,1,90,42,0,0,0,0,29.0,0,0,0,0,0,0,0,0,0.04273361808533868
11560,1,0,1,90,57,0,0,0,0,45.0,0,0,0,0,0,0,0,0,0.04273361808533868
11563,1,0,0,90,85,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11566,1,0,1,90,33,0,0,0,0,38.0,0,0,0,0,0,0,0,0,0.04273361808533868
11567,0,1,1,90,50,0,0,0,0,,0,0,0,0,0,0,0,0,0.0563331500759938
11569,1,0,0,90,72,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0.010375689060844231
11571,0,0,0,90,40,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11572,0,0,1,90,66,0,0,0,0,64.0,0,0,0,0,0,0,0,0,0.013304245148860548
11573,0,0,1,90,78,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11574,1,0,0,90,40,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0.010375689060844231
11575,0,1,0,90,35,0,0,0,0,,0,0,0,0,0,0,0,0,0.02397522105149935
11577,0,0,0,90,99,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11578,0,0,1,90,62,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11580,1,0,1,90,28,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0.04273361808533868
11581,0,0,1,90,93,0,0,0,0,80.0,0,0,0,0,0,0,0,0,0.013304245148860548
11582,0,1,0,90,28,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0.02397522105149935
11583,0,1,1,90,60,0,0,0,0,,0,0,0,0,0,0,0,0,0.0563331500759938
11584,0,0,1,90,50,0,0,0,0,29.0,0,0,0,0,0,0,0,0,0.013304245148860548
11585,1,0,0,90,55,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0.010375689060844231
11586,1,0,1,90,52,0,0,0,0,58.0,0,0,0,0,0,0,0,0,0.04273361808533868
11587,0,0,1,91,64,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11588,1,0,1,90,62,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0.04273361808533868
11590,0,0,1,90,99,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11592,0,1,1,90,78,0,0,0,0,34.0,0,0,0,0,0,0,0,0,0.0563331500759938
11596,1,0,0,90,10,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11598,0,0,1,90,7,0,0,0,0,29.0,0,0,0,0,0,0,0,0,0.013304245148860548
11599,1,0,1,90,28,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0.04273361808533868
11600,0,0,1,90,60,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11605,0,0,1,90,90,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11606,0,0,1,90,60,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11607,1,0,1,90,28,0,0,0,0,42.0,0,0,0,0,0,0,0,0,0.04273361808533868
11608,0,0,1,90,60,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11612,0,0,1,90,83,0,0,0,0,74.0,0,0,0,0,0,0,0,0,0.013304245148860548
11614,0,0,0,90,37,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11615,0,0,0,90,93,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11616,1,0,1,90,59,0,0,0,0,85.0,0,0,0,0,0,0,0,0,0.04273361808533868
11617,1,0,1,90,42,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11618,0,0,1,90,52,0,0,0,0,39.0,0,0,0,0,0,0,0,0,0.013304245148860548
11619,1,0,1,90,15,0,0,0,0,29.0,0,0,0,0,0,0,0,0,0.04273361808533868
11620,1,0,1,90,13,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11621,1,0,0,90,52,0,0,0,0,61.0,0,0,0,0,0,0,0,0,0.010375689060844231
11622,1,0,1,90,17,0,0,0,0,34.0,0,0,0,0,0,0,0,0,0.04273361808533868
11623,0,0,1,90,59,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0.013304245148860548
11624,0,0,0,90,42,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11628,0,0,0,90,78,0,0,0,0,45.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11630,0,1,1,90,75,0,0,0,0,58.0,0,0,0,0,0,0,0,0,0.0563331500759938
11632,0,1,0,90,35,0,0,0,0,68.0,0,0,0,0,0,0,0,0,0.02397522105149935
11635,1,0,0,90,28,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0.010375689060844231
11636,0,0,1,90,90,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11638,0,1,1,92,47,0,0,0,0,,0,0,0,0,0,0,0,0,0.0563331500759938
11639,1,0,0,90,48,0,0,0,0,41.0,0,0,0,0,0,0,0,0,0.010375689060844231
11640,0,0,1,90,78,0,0,0,0,87.0,0,0,0,0,0,0,0,0,0.013304245148860548
11642,0,0,1,90,52,0,0,0,0,34.0,0,0,0,0,0,0,0,0,0.013304245148860548
11644,0,1,0,90,66,0,0,0,0,,0,0,0,0,0,0,0,0,0.02397522105149935
11645,0,0,1,90,7,0,0,0,0,32.0,0,0,0,0,0,0,0,0,0.013304245148860548
11646,0,0,0,90,68,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11647,0,0,0,90,47,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11649,0,0,0,90,62,0,0,0,0,39.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11651,1,0,0,90,52,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11652,1,0,0,90,48,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11653,1,0,0,90,38,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11654,0,0,0,90,20,0,0,0,0,28.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11657,1,0,0,90,40,0,0,0,0,32.0,0,0,0,0,0,0,0,0,0.010375689060844231
11658,0,0,0,90,42,0,0,0,0,42.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11659,1,0,1,90,25,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11663,1,0,0,90,15,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0.010375689060844231
11667,1,0,0,90,44,0,0,0,0,56.0,0,0,0,0,0,0,0,0,0.010375689060844231
11668,1,0,1,90,59,0,0,0,0,74.0,0,0,0,0,0,0,0,0,0.04273361808533868
11670,0,0,1,90,50,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11672,1,0,0,90,59,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0.010375689060844231
11673,0,0,0,90,29,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11674,1,0,0,90,10,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0.010375689060844231
11676,1,0,1,90,35,0,0,0,0,41.0,0,0,0,0,0,0,0,0,0.04273361808533868
11677,0,0,0,90,38,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11678,0,0,0,90,60,0,0,0,0,48.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11680,1,0,1,90,54,0,0,0,0,45.0,0,0,0,0,0,0,0,0,0.04273361808533868
11684,1,0,0,90,40,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11686,1,0,1,90,57,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11687,0,0,1,90,59,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11688,0,1,0,90,59,0,0,0,0,,0,0,0,0,0,0,0,0,0.02397522105149935
11689,1,0,1,90,45,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11690,1,0,0,90,13,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0.010375689060844231
11691,1,0,0,90,75,0,0,0,0,44.0,0,0,0,0,0,0,0,0,0.010375689060844231
11695,1,0,1,90,1,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11696,1,0,1,90,28,0,0,0,0,47.0,0,0,0,0,0,0,0,0,0.04273361808533868
11697,1,0,0,90,33,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0.010375689060844231
11698,1,0,1,90,64,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11702,1,0,0,90,67,0,0,0,0,52.0,0,0,0,0,0,0,0,0,0.010375689060844231
11703,1,0,0,90,15,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0.010375689060844231
11704,1,0,0,90,55,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0.010375689060844231
11705,1,0,1,90,28,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0.04273361808533868
11707,1,0,1,90,28,0,0,0,0,52.0,0,0,0,0,0,0,0,0,0.04273361808533868
11709,0,1,1,91,29,0,0,0,0,,0,0,0,0,0,0,0,0,0.0563331500759938
11711,0,0,0,90,57,0,0,0,0,67.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11712,1,0,1,90,13,0,0,0,0,52.0,0,0,0,0,0,0,0,0,0.04273361808533868
11714,1,0,0,90,37,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0.010375689060844231
11717,1,0,1,90,33,0,0,0,0,52.0,0,0,0,0,0,0,0,0,0.04273361808533868
11719,1,0,0,90,37,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11722,1,0,1,90,52,0,0,0,0,53.0,0,0,0,0,0,0,0,0,0.04273361808533868
11724,0,0,0,90,87,0,0,0,0,85.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11725,1,0,1,90,48,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11726,1,0,0,90,38,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11727,1,0,0,90,60,0,0,0,0,32.0,0,0,0,0,0,0,0,0,0.010375689060844231
11729,1,0,1,90,17,0,0,0,0,44.0,0,0,0,0,0,0,0,0,0.04273361808533868
11730,1,0,0,90,68,0,0,0,0,58.0,0,0,0,0,0,0,0,0,0.010375689060844231
11733,1,0,1,90,66,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11734,0,0,0,90,59,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11735,0,0,0,90,78,0,0,0,0,90.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11736,1,0,0,90,57,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11737,1,0,0,90,70,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11738,1,0,0,90,59,0,0,0,0,59.0,0,0,0,0,0,0,0,0,0.010375689060844231
11740,1,0,0,90,47,0,0,0,0,41.0,0,0,0,0,0,0,0,0,0.010375689060844231
11741,1,0,1,90,59,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11742,0,0,0,90,66,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11743,0,0,1,90,59,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11754,0,0,1,92,53,0,0,0,0,59.0,0,0,0,0,0,0,0,0,0.013304245148860548
11780,0,0,0,91,22,0,0,0,0,77.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11810,1,0,1,91,29,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11813,0,0,1,90,55,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11819,1,0,0,90,28,0,0,0,0,66.0,0,0,0,0,0,0,0,0,0.010375689060844231
11831,0,1,0,90,44,0,0,0,0,34.0,0,0,0,0,0,0,0,0,0.02397522105149935
11842,0,1,1,90,34,0,0,0,0,44.0,0,0,0,0,0,0,0,0,0.0563331500759938
11851,0,1,1,90,35,0,0,0,0,,0,0,0,0,0,0,0,0,0.0563331500759938
11853,1,0,0,90,48,0,0,0,0,32.0,0,0,0,0,0,0,0,0,0.010375689060844231
11856,1,0,0,93,44,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0.010375689060844231
11859,1,0,1,90,35,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0.04273361808533868
11862,1,0,1,91,36,0,0,0,0,69.0,0,0,0,0,0,0,0,0,0.04273361808533868
11881,0,0,0,92,85,0,0,0,0,99.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11882,1,0,1,90,33,0,0,0,0,56.0,0,0,0,0,0,0,0,0,0.04273361808533868
11885,0,0,0,91,93,0,0,0,0,81.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11895,1,0,1,90,36,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0.04273361808533868
11898,1,0,0,90,17,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11911,1,0,0,93,23,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0.010375689060844231
11933,0,0,0,90,29,0,0,0,0,38.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11935,1,0,0,90,44,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0.010375689060844231
11986,0,0,1,90,36,0,0,0,0,41.0,0,0,0,0,0,0,0,0,0.013304245148860548
12006,0,1,0,91,40,0,0,0,0,66.0,0,0,0,0,0,0,0,0,0.02397522105149935
12016,0,0,1,91,52,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
12022,0,0,0,93,38,0,0,0,0,7.0,0,0,0,0,0,0,0,0,-0.0190536838756339
12030,0,0,0,92,56,0,0,0,0,75.0,0,0,0,0,0,0,0,0,-0.0190536838756339
12040,1,0,1,90,48,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
12042,0,0,0,91,73,0,0,0,0,75.0,0,0,0,0,0,0,0,0,-0.0190536838756339
12063,1,0,1,90,47,0,0,0,0,51.0,0,0,0,0,0,0,0,0,0.04273361808533868
12064,0,1,0,90,44,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0.02397522105149935
12066,1,0,0,90,28,0,0,0,0,32.0,0,0,0,0,0,0,0,0,0.010375689060844231
12067,1,0,1,90,1,0,0,0,0,44.0,0,0,0,0,0,0,0,0,0.04273361808533868
12079,1,0,0,90,36,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0.010375689060844231
12089,1,0,0,93,35,0,0,0,0,54.0,0,0,0,0,0,0,0,0,0.010375689060844231
12103,0,0,1,93,50,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
12145,1,0,1,92,40,0,0,0,0,54.0,0,0,0,0,0,0,0,0,0.04273361808533868
12163,1,0,1,91,44,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
12184,0,0,0,93,20,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
12190,1,0,0,92,44,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
12208,1,0,0,92,22,0,0,0,0,23.0,0,0,0,0,0,0,0,0,0.010375689060844231
12210,1,0,0,90,51,0,0,0,0,44.0,0,0,0,0,0,0,0,0,0.010375689060844231
12237,1,0,0,91,36,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0.010375689060844231
12242,0,0,0,91,39,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
12313,1,0,0,90,1,0,0,0,0,13.0,0,0,0,0,0,0,0,0,0.010375689060844231
12327,1,0,1,91,48,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
12350,1,0,1,91,51,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
12374,1,0,1,91,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.04273361808533868
12382,0,0,0,93,47,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
12551,1,0,0,92,10,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
12607,1,0,1,90,34,0,0,0,0,51.0,0,0,0,0,0,0,0,0,0.04273361808533868
12615,0,0,0,91,19,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
12652,1,0,0,90,38,0,0,0,0,23.0,0,0,0,0,0,0,0,0,0.010375689060844231
12676,0,0,1,90,15,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0.013304245148860548
12693,1,0,0,90,31,0,0,0,0,58.0,0,0,0,0,0,0,0,0,0.010375689060844231
12817,1,0,0,90,22,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
12864,1,0,0,90,30,0,0,0,0,38.0,0,0,0,0,0,0,0,0,0.010375689060844231
12910,1,0,1,90,28,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0.04273361808533868
12936,1,0,0,90,47,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
12960,0,0,0,90,62,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
12968,1,0,1,91,19,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
13014,1,0,0,90,71,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0.010375689060844231
13018,0,0,0,90,99,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
13035,1,0,1,90,36,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
13050,1,0,1,90,23,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
13226,1,0,1,90,15,0,0,0,0,15.0,0,0,0,0,0,0,0,0,0.04273361808533868
20006,0,0,0,92,55,1,1,2,1,,0,1,0,0,1,0,0,0,1.5078105868815397
20007,0,1,0,92,74,1,1,2,1,,0,1,0,0,1,0,0,0,1.5508394918086728
20008,0,1,1,92,25,1,1,2,1,,0,1,0,0,1,0,0,0,1.5831974208331672
20009,0,1,0,92,52,1,1,2,1,,0,1,0,0,1,0,0,0,1.5508394918086728
20012,0,1,0,92,85,1,1,2,1,,0,1,0,0,1,0,0,0,1.5508394918086728
20014,0,1,1,92,45,1,1,2,1,,0,1,0,0,1,0,0,0,1.5831974208331672
20016,0,1,0,92,46,1,1,2,2,,0,1,0,0,0,1,0,0,1.5508394918086728
20017,0,1,0,92,48,1,1,2,2,,0,1,0,0,0,1,0,0,1.5508394918086728
20018,0,1,1,92,41,1,1,2,2,,0,1,0,0,0,1,0,0,1.5831974208331672
20019,0,1,1,92,59,1,1,2,2,,0,1,0,0,0,1,0,0,1.5831974208331672
20022,0,1,1,92,51,1,1,2,2,,0,1,0,0,0,1,0,0,1.5831974208331672
20023,0,1,0,92,48,1,1,2,2,,0,1,0,0,0,1,0,0,1.5508394918086728
20024,0,1,0,92,13,1,1,2,2,10.0,0,1,0,0,0,1,0,0,1.5508394918086728
20026,0,1,1,92,39,1,1,2,2,,0,1,0,0,0,1,0,0,1.5831974208331672
20028,0,1,0,92,47,1,1,2,2,45.0,0,1,0,0,0,1,0,0,1.5508394918086728
20029,0,0,0,92,31,1,1,2,2,,0,1,0,0,0,1,0,0,1.5078105868815397
20031,0,1,0,92,64,1,1,2,2,,0,1,0,0,0,1,0,0,1.5508394918086728
20032,0,1,1,92,38,1,1,2,2,38.0,0,1,0,0,0,1,0,0,1.5831974208331672
20033,0,1,1,92,32,1,1,2,2,32.0,0,1,0,0,0,1,0,0,1.5831974208331672
20034,0,1,1,92,40,1,1,2,2,44.0,0,1,0,0,0,1,0,0,1.5831974208331672
20037,0,1,0,92,35,1,1,2,2,,0,1,0,0,0,1,0,0,1.5508394918086728
20039,0,1,0,92,28,1,1,2,2,31.0,0,1,0,0,0,1,0,0,1.5508394918086728
20042,1,0,1,92,40,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20045,1,0,0,93,99,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20046,1,0,0,92,44,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20047,1,0,0,92,48,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20048,1,0,1,92,52,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20049,1,0,1,92,55,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20051,1,0,0,92,55,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20052,1,0,1,92,99,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20053,1,0,0,92,52,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20054,1,0,0,92,48,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20055,1,0,0,92,20,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20057,1,0,0,92,59,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20059,1,0,1,92,59,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20061,1,0,1,92,55,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20062,1,0,0,91,30,1,1,3,1,,0,0,1,0,1,0,0,0,2.3006720951966044
20063,1,0,1,92,52,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20066,1,0,1,92,15,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20068,1,0,0,92,77,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20072,1,0,1,92,39,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20073,1,0,1,92,39,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20074,1,0,1,92,45,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20077,1,0,1,92,52,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20078,1,0,1,92,45,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20080,1,0,1,93,62,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20081,1,0,1,92,48,1,1,2,2,,0,1,0,0,0,1,0,0,1.5695978888425122
20082,1,0,0,92,59,1,1,2,2,,0,1,0,0,0,1,0,0,1.5372399598180175
20085,1,0,1,92,69,1,1,2,2,,0,1,0,0,0,1,0,0,1.5695978888425122
20088,1,0,1,92,44,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20091,1,0,1,92,55,1,1,2,2,,0,1,0,0,0,1,0,0,1.5695978888425122
20093,1,0,1,92,34,1,1,2,2,,0,1,0,0,0,1,0,0,1.5695978888425122
20095,1,0,1,92,37,1,1,2,2,,0,1,0,0,0,1,0,0,1.5695978888425122
20097,1,0,1,92,31,1,1,2,2,,0,1,0,0,0,1,0,0,1.5695978888425122
20098,1,0,0,92,40,1,1,2,2,,0,1,0,0,0,1,0,0,1.5372399598180175
20099,1,0,1,92,40,1,0,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20100,1,0,0,92,20,1,1,2,2,36.0,0,1,0,0,0,1,0,0,1.5372399598180175
20101,1,0,0,92,47,1,1,2,1,50.0,0,1,0,0,1,0,0,0,1.5372399598180175
20102,1,0,1,92,67,1,0,2,0,67.0,0,1,0,0,0,0,0,0,1.5695978888425122
20103,1,0,0,92,45,1,1,2,2,52.0,0,1,0,0,0,1,0,0,1.5372399598180175
20104,1,0,1,92,23,1,1,2,2,29.0,0,1,0,0,0,1,0,0,1.5695978888425122
20105,1,0,1,92,77,1,1,2,2,85.0,0,1,0,0,0,1,0,0,1.5695978888425122
20106,1,0,1,92,66,1,1,2,1,59.0,0,1,0,0,1,0,0,0,1.5695978888425122
20107,1,0,1,92,59,1,1,2,2,,0,1,0,0,0,1,0,0,1.5695978888425122
20108,1,0,1,92,45,1,1,2,2,,0,1,0,0,0,1,0,0,1.5695978888425122
20109,1,0,1,92,31,1,1,2,2,38.0,0,1,0,0,0,1,0,0,1.5695978888425122
20111,1,0,0,92,41,1,1,2,2,59.0,0,1,0,0,0,1,0,0,1.5372399598180175
20114,1,0,1,92,59,1,1,2,2,56.0,0,1,0,0,0,1,0,0,1.5695978888425122
20115,1,0,0,92,25,1,1,2,2,23.0,0,1,0,0,0,1,0,0,1.5372399598180175
20123,1,0,1,92,46,1,1,2,2,58.0,0,1,0,0,0,1,0,0,1.5695978888425122
20198,0,0,1,92,25,1,1,2,2,,0,1,0,0,0,1,0,0,1.540168515906034
20199,1,0,1,92,1,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20202,0,1,0,92,28,1,1,2,1,,0,1,0,0,1,0,0,0,1.5508394918086728
20213,1,0,0,92,51,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20214,1,0,1,92,48,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20217,1,0,1,92,36,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20218,1,0,1,92,47,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20219,1,0,1,92,48,1,0,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20220,1,0,1,92,58,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20221,1,0,1,92,28,1,1,2,2,22.0,0,1,0,0,0,1,0,0,1.5695978888425122
20222,1,0,0,92,48,1,1,2,2,,0,1,0,0,0,1,0,0,1.5372399598180175
20223,0,1,0,92,54,1,1,2,2,32.0,0,1,0,0,0,1,0,0,1.5508394918086728
20225,1,0,0,92,38,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20226,1,0,1,92,25,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20227,1,0,0,92,15,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20230,1,0,1,92,20,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20233,1,0,1,92,47,1,1,2,2,,0,1,0,0,0,1,0,0,1.5695978888425122
20234,1,0,0,92,29,1,1,2,2,,0,1,0,0,0,1,0,0,1.5372399598180175
20235,1,0,1,92,48,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20236,1,0,0,92,36,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20237,1,0,0,92,48,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20238,1,0,0,92,54,1,1,2,2,,0,1,0,0,0,1,0,0,1.5372399598180175
20240,1,0,0,92,10,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20242,1,0,1,92,64,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20243,1,0,1,92,39,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20244,1,0,1,92,54,1,1,2,2,,0,1,0,0,0,1,0,0,1.5695978888425122
20247,1,0,1,92,42,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20249,1,0,1,92,1,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20252,1,0,1,92,72,1,0,2,0,80.0,0,1,0,0,0,0,0,0,1.5695978888425122
20253,1,0,1,92,29,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20254,1,0,1,92,46,1,1,2,2,,0,1,0,0,0,1,0,0,1.5695978888425122
20256,1,0,1,92,1,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20258,1,0,0,92,52,1,1,2,2,,0,1,0,0,0,1,0,0,1.5372399598180175
20261,1,0,1,92,32,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20264,1,0,1,92,51,1,1,2,2,,0,1,0,0,0,1,0,0,1.5695978888425122
20265,1,0,0,92,25,1,1,2,2,,0,1,0,0,0,1,0,0,1.5372399598180175
20266,1,0,1,92,48,1,1,2,2,,0,1,0,0,0,1,0,0,1.5695978888425122
